분쟁ID,연도,발생지,정부군(교전A),반군/적대측(교전B),분쟁원인,전쟁강도,분쟁유형,지역,사망자_추정치,사망자_최소,사망자_최대,확전이력,종료여부,사망자규모,분쟁지역명,분쟁시작일,분쟁종료일
13675,2015,레바논,레바논 정부,IS,영토,소규모,내전,중동/북아프리카,76.0,42.0,135.0,없음,종료,소규모,Islamic State,2014-06-25,2015-12-15
13675,2017,레바논,레바논 정부,IS,영토,소규모,내전,중동/북아프리카,70.0,69.0,96.0,없음,종료,소규모,Islamic State,2014-06-25,2017-08-27
13692,2001,"아프가니스탄, 영국, 미국",아프가니스탄 정부,"Government of United Kingdom, Government of United States of America",정부/권력,전면전,국제화내전,복합지역,1397.0,1388.0,2075.0,있음,종료,대규모,,2001-10-07,2001-11-13
13694,2015,리비아,리비아 정부,IS,영토,소규모,내전,아프리카,118.0,116.0,121.0,없음,진행중,중규모,Islamic State,2015-03-14,
13694,2016,리비아,리비아 정부,IS,영토,전면전,비국가분쟁,아프리카,1678.0,1607.0,2720.0,있음,진행중,대규모,Islamic State,2015-03-14,
13694,2017,리비아,리비아 정부,IS,영토,소규모,비국가분쟁,아프리카,96.0,95.0,121.0,있음,진행중,소규모,Islamic State,2015-03-14,
13694,2018,리비아,리비아 정부,IS,영토,소규모,비국가분쟁,아프리카,44.0,44.0,45.0,있음,진행중,소규모,Islamic State,2015-03-14,
13694,2019,리비아,리비아 정부,IS,영토,소규모,비국가분쟁,아프리카,43.0,43.0,43.0,있음,종료,소규모,Islamic State,2015-03-14,2019-09-29
13721,2015,알제리,알제리 정부,IS,영토,소규모,내전,아프리카,26.0,26.0,26.0,없음,종료,소규모,Islamic State,2014-10-10,2015-05-20
13809,2016,시리아,시리아 정부,SDF,복합,소규모,내전,중동/북아프리카,152.0,145.0,154.0,없음,종료,중규모,Rojava Kurdistan,2015-12-06,2016-11-28
13809,2018,시리아,시리아 정부,SDF,복합,소규모,내전,중동/북아프리카,35.0,35.0,87.0,없음,종료,소규모,Rojava Kurdistan,2015-12-06,2018-12-23
13809,2023,시리아,시리아 정부,SDF,복합,소규모,내전,중동/북아프리카,40.0,40.0,40.0,없음,진행중,소규모,Rojava Kurdistan,2015-12-06,
13809,2024,시리아,시리아 정부,SDF,복합,소규모,내전,중동/북아프리카,78.0,78.0,78.0,없음,진행중,소규모,Rojava Kurdistan,2015-12-06,
13840,2019,부르키나파소,Burkina Faso 정부,IS,영토,소규모,비국가분쟁,아프리카,78.0,73.0,137.0,없음,진행중,소규모,Islamic State,2017-10-23,
13840,2020,부르키나파소,Burkina Faso 정부,IS,영토,소규모,비국가분쟁,아프리카,160.0,131.0,182.0,없음,진행중,중규모,Islamic State,2017-10-23,
13840,2021,부르키나파소,Burkina Faso 정부,IS,영토,소규모,비국가분쟁,아프리카,170.0,152.0,176.0,없음,진행중,중규모,Islamic State,2017-10-23,
13840,2022,부르키나파소,Burkina Faso 정부,IS,영토,소규모,비국가분쟁,아프리카,402.0,252.0,422.0,없음,진행중,중규모,Islamic State,2017-10-23,
13840,2023,부르키나파소,Burkina Faso 정부,IS,영토,소규모,내전,아프리카,817.0,572.0,925.0,있음,진행중,중규모,Islamic State,2017-10-23,
13840,2024,부르키나파소,Burkina Faso 정부,IS,영토,소규모,내전,아프리카,63.0,53.0,67.0,있음,진행중,소규모,Islamic State,2017-10-23,
13886,2016,요르단,요르단 정부,IS,영토,소규모,내전,중동/북아프리카,34.0,34.0,35.0,없음,종료,소규모,Islamic State,2016-03-02,2016-12-29
13902,2015,튀르키예,튀르키예 정부,IS,영토,소규모,내전,중동/북아프리카,26.0,26.0,27.0,없음,진행중,소규모,Islamic State,2015-07-23,
13902,2016,튀르키예,튀르키예 정부,IS,영토,전면전,내전,중동/북아프리카,1107.0,1102.0,1107.0,있음,진행중,대규모,Islamic State,2015-07-23,
13902,2017,튀르키예,튀르키예 정부,IS,영토,소규모,내전,중동/북아프리카,750.0,683.0,902.0,있음,종료,중규모,Islamic State,2015-07-23,2017-09-06
13936,2016,파키스탄,파키스탄 정부,IS,영토,소규모,내전,아시아,68.0,68.0,68.0,없음,진행중,소규모,Islamic State,2016-02-12,
13936,2017,파키스탄,파키스탄 정부,IS,영토,소규모,내전,아시아,80.0,80.0,81.0,없음,진행중,소규모,Islamic State,2016-02-12,
13936,2018,파키스탄,파키스탄 정부,IS,영토,소규모,내전,아시아,51.0,51.0,51.0,없음,진행중,소규모,Islamic State,2016-02-12,
13936,2019,파키스탄,파키스탄 정부,IS,영토,소규모,내전,아시아,29.0,29.0,29.0,없음,종료,소규모,Islamic State,2016-02-12,2019-10-28
13936,2021,파키스탄,파키스탄 정부,IS,영토,소규모,내전,아시아,26.0,26.0,26.0,없음,진행중,소규모,Islamic State,2016-02-12,
13936,2022,파키스탄,파키스탄 정부,IS,영토,소규모,내전,아시아,29.0,25.0,30.0,없음,진행중,소규모,Islamic State,2016-02-12,
13936,2023,파키스탄,파키스탄 정부,IS,영토,소규모,내전,아시아,86.0,85.0,86.0,없음,종료,소규모,Islamic State,2016-02-12,2023-09-29
14074,2018,소말리아,소말리아 정부,Republic of Somaliland,영토,소규모,내전,아프리카,121.0,105.0,172.0,없음,종료,중규모,Somaliland,2016-07-18,2018-11-05
14113,2017,말리,말리 정부,IS,영토,소규모,비국가분쟁,아프리카,47.0,47.0,47.0,없음,진행중,소규모,Islamic State,2017-02-04,
14113,2018,말리,말리 정부,IS,영토,소규모,비국가분쟁,아프리카,119.0,114.0,155.0,없음,진행중,중규모,Islamic State,2017-02-04,
14113,2019,말리,말리 정부,IS,영토,소규모,비국가분쟁,아프리카,181.0,174.0,195.0,없음,진행중,중규모,Islamic State,2017-02-04,
14113,2020,말리,말리 정부,IS,영토,소규모,비국가분쟁,아프리카,63.0,58.0,106.0,없음,진행중,소규모,Islamic State,2017-02-04,
14113,2021,말리,말리 정부,IS,영토,소규모,비국가분쟁,아프리카,110.0,110.0,129.0,없음,진행중,중규모,Islamic State,2017-02-04,
14113,2022,말리,말리 정부,IS,영토,소규모,비국가분쟁,아프리카,323.0,323.0,436.0,없음,진행중,중규모,Islamic State,2017-02-04,
14113,2023,말리,말리 정부,IS,영토,소규모,비국가분쟁,아프리카,182.0,182.0,215.0,있음,진행중,중규모,Islamic State,2017-02-04,
14113,2024,말리,말리 정부,IS,영토,소규모,비국가분쟁,아프리카,128.0,124.0,187.0,있음,진행중,중규모,Islamic State,2017-02-04,
14129,2017,카메룬,카메룬 정부,Ambazonia insurgents,영토,소규모,내전,아프리카,35.0,35.0,44.0,없음,진행중,소규모,Ambazonia,2017-09-16,
14129,2018,카메룬,카메룬 정부,Ambazonia insurgents,영토,소규모,내전,아프리카,754.0,750.0,1010.0,없음,진행중,중규모,Ambazonia,2017-09-16,
14129,2019,카메룬,카메룬 정부,Ambazonia insurgents,영토,소규모,내전,아프리카,558.0,557.0,645.0,있음,진행중,중규모,Ambazonia,2017-09-16,
14129,2020,카메룬,카메룬 정부,Ambazonia insurgents,영토,소규모,내전,아프리카,401.0,377.0,457.0,있음,진행중,중규모,Ambazonia,2017-09-16,
14129,2021,카메룬,카메룬 정부,Ambazonia insurgents,영토,소규모,내전,아프리카,519.0,510.0,644.0,있음,진행중,중규모,Ambazonia,2017-09-16,
14129,2022,카메룬,카메룬 정부,Ambazonia insurgents,영토,소규모,내전,아프리카,375.0,319.0,446.0,있음,진행중,중규모,Ambazonia,2017-09-16,
14129,2023,카메룬,카메룬 정부,Ambazonia insurgents,영토,소규모,내전,아프리카,193.0,185.0,240.0,있음,진행중,중규모,Ambazonia,2017-09-16,
14129,2024,카메룬,카메룬 정부,Ambazonia insurgents,영토,소규모,내전,아프리카,168.0,161.0,174.0,있음,진행중,중규모,Ambazonia,2017-09-16,
14197,2019,소말리아,소말리아 정부,IS,영토,소규모,비국가분쟁,아프리카,33.0,33.0,36.0,없음,진행중,소규모,Islamic State,2018-02-08,
14197,2020,소말리아,소말리아 정부,IS,영토,소규모,비국가분쟁,아프리카,41.0,34.0,46.0,없음,진행중,소규모,Islamic State,2018-02-08,
14197,2021,소말리아,소말리아 정부,IS,영토,소규모,비국가분쟁,아프리카,53.0,53.0,104.0,없음,종료,소규모,Islamic State,2018-02-08,2021-12-19
14197,2024,소말리아,소말리아 정부,IS,영토,소규모,비국가분쟁,아프리카,30.0,30.0,34.0,없음,진행중,소규모,Islamic State,2018-02-08,
14268,2017,이란,이란 정부,IS,영토,소규모,내전,중동/북아프리카,27.0,27.0,27.0,없음,종료,소규모,Islamic State,2016-08-15,2017-06-11
14275,2016,필리핀,필리핀 정부,IS,영토,소규모,내전,아시아,155.0,90.0,177.0,없음,진행중,중규모,Islamic State,2016-06-01,
14275,2017,필리핀,필리핀 정부,IS,영토,전면전,내전,아시아,1363.0,1336.0,1435.0,있음,진행중,대규모,Islamic State,2016-06-01,
14275,2018,필리핀,필리핀 정부,IS,영토,소규모,내전,아시아,193.0,159.0,198.0,있음,진행중,중규모,Islamic State,2016-06-01,
14275,2019,필리핀,필리핀 정부,IS,영토,소규모,내전,아시아,136.0,125.0,140.0,있음,진행중,중규모,Islamic State,2016-06-01,
14275,2020,필리핀,필리핀 정부,IS,영토,소규모,내전,아시아,75.0,74.0,75.0,있음,진행중,소규모,Islamic State,2016-06-01,
14275,2021,필리핀,필리핀 정부,IS,영토,소규모,내전,아시아,71.0,71.0,71.0,있음,진행중,소규모,Islamic State,2016-06-01,
14275,2022,필리핀,필리핀 정부,IS,영토,소규모,내전,아시아,53.0,53.0,53.0,있음,진행중,소규모,Islamic State,2016-06-01,
14275,2023,필리핀,필리핀 정부,IS,영토,소규모,내전,아시아,79.0,78.0,93.0,있음,진행중,소규모,Islamic State,2016-06-01,
14275,2024,필리핀,필리핀 정부,IS,영토,소규모,내전,아시아,43.0,40.0,43.0,있음,진행중,소규모,Islamic State,2016-06-01,
14333,2016,튀니지,튀니지 정부,IS,영토,소규모,내전,아프리카,71.0,71.0,72.0,없음,종료,소규모,Islamic State,2015-03-18,2016-03-21
14609,2018,"이란, 이스라엘",이란 정부,Government of Israel,정부/권력,소규모,국제화내전,중동/북아프리카,111.0,111.0,127.0,없음,진행중,중규모,,2017-03-19,
14609,2019,"이란, 이스라엘",이란 정부,Government of Israel,정부/권력,소규모,국제화내전,중동/북아프리카,138.0,113.0,153.0,없음,진행중,중규모,,2017-03-19,
14609,2020,"이란, 이스라엘",이란 정부,Government of Israel,정부/권력,소규모,국제화내전,중동/북아프리카,461.0,398.0,473.0,없음,진행중,중규모,,2017-03-19,
14609,2021,"이란, 이스라엘",이란 정부,Government of Israel,정부/권력,소규모,국제화내전,중동/북아프리카,166.0,161.0,176.0,없음,진행중,중규모,,2017-03-19,
14609,2022,"이란, 이스라엘",이란 정부,Government of Israel,정부/권력,소규모,국제화내전,중동/북아프리카,56.0,56.0,92.0,없음,진행중,소규모,,2017-03-19,
14609,2023,"이란, 이스라엘",이란 정부,Government of Israel,정부/권력,소규모,국제화내전,중동/북아프리카,160.0,160.0,160.0,있음,진행중,중규모,,2017-03-19,
14609,2024,"이란, 이스라엘",이란 정부,Government of Israel,정부/권력,소규모,국제화내전,중동/북아프리카,549.0,548.0,549.0,있음,진행중,중규모,,2017-03-19,
14692,2017,콩고민주공화국,DR Congo (Zaire) 정부,IS,영토,소규모,비국가분쟁,아프리카,96.0,96.0,96.0,없음,진행중,소규모,Islamic State,2017-11-22,
14692,2018,콩고민주공화국,DR Congo (Zaire) 정부,IS,영토,소규모,비국가분쟁,아프리카,378.0,275.0,389.0,없음,진행중,중규모,Islamic State,2017-11-22,
14692,2019,콩고민주공화국,DR Congo (Zaire) 정부,IS,영토,소규모,비국가분쟁,아프리카,335.0,292.0,348.0,없음,진행중,중규모,Islamic State,2017-11-22,
14692,2020,콩고민주공화국,DR Congo (Zaire) 정부,IS,영토,소규모,비국가분쟁,아프리카,644.0,641.0,702.0,있음,진행중,중규모,Islamic State,2017-11-22,
14692,2021,콩고민주공화국,DR Congo (Zaire) 정부,IS,영토,소규모,비국가분쟁,아프리카,616.0,588.0,640.0,있음,진행중,중규모,Islamic State,2017-11-22,
14692,2022,콩고민주공화국,DR Congo (Zaire) 정부,IS,영토,소규모,비국가분쟁,아프리카,914.0,898.0,1000.0,있음,진행중,중규모,Islamic State,2017-11-22,
14692,2023,콩고민주공화국,DR Congo (Zaire) 정부,IS,영토,소규모,비국가분쟁,아프리카,348.0,338.0,1313.0,있음,진행중,중규모,Islamic State,2017-11-22,
14692,2024,콩고민주공화국,DR Congo (Zaire) 정부,IS,영토,소규모,비국가분쟁,아프리카,150.0,148.0,251.0,있음,진행중,중규모,Islamic State,2017-11-22,
14845,2019,모잠비크,모잠비크 정부,IS,영토,소규모,내전,아프리카,194.0,168.0,218.0,없음,진행중,중규모,Islamic State,2019-06-04,
14845,2020,모잠비크,모잠비크 정부,IS,영토,소규모,내전,아프리카,939.0,645.0,1261.0,있음,진행중,중규모,Islamic State,2019-06-04,
14845,2021,모잠비크,모잠비크 정부,IS,영토,소규모,비국가분쟁,아프리카,867.0,496.0,1179.0,있음,진행중,중규모,Islamic State,2019-06-04,
14845,2022,모잠비크,모잠비크 정부,IS,영토,소규모,비국가분쟁,아프리카,378.0,212.0,592.0,있음,진행중,중규모,Islamic State,2019-06-04,
14845,2023,모잠비크,모잠비크 정부,IS,영토,소규모,비국가분쟁,아프리카,176.0,85.0,247.0,있음,진행중,중규모,Islamic State,2019-06-04,
14845,2024,모잠비크,모잠비크 정부,IS,영토,소규모,비국가분쟁,아프리카,151.0,108.0,321.0,있음,진행중,중규모,Islamic State,2019-06-04,
14935,2019,에티오피아,에티오피아 정부,Military faction (forces of Asaminew Tsige),영토,소규모,내전,아프리카,27.0,27.0,27.0,없음,종료,소규모,Amhara,2019-06-22,2019-06-24
15183,2020,탄자니아,탄자니아 정부,IS,영토,소규모,내전,아프리카,25.0,22.0,26.0,없음,종료,소규모,Islamic State,2020-10-14,2020-10-28
15256,2022,베냉,Benin 정부,JNIM,정부/권력,소규모,내전,아프리카,30.0,30.0,33.0,없음,진행중,소규모,,2020-02-09,
15256,2023,베냉,Benin 정부,JNIM,정부/권력,소규모,내전,아프리카,28.0,28.0,33.0,없음,진행중,소규모,,2020-02-09,
15256,2024,베냉,Benin 정부,JNIM,정부/권력,소규모,내전,아프리카,77.0,73.0,83.0,없음,진행중,소규모,,2020-02-09,
15283,2015,중앙아프리카공화국,중앙아프리카공화국 정부,FPRC,영토,소규모,비국가분쟁,아프리카,27.0,27.0,27.0,없음,종료,소규모,Logone,2015-02-10,2015-10-10
15283,2023,중앙아프리카공화국,중앙아프리카공화국 정부,MPC,영토,소규모,비국가분쟁,아프리카,31.0,31.0,31.0,없음,종료,소규모,Logone,2015-02-10,2023-12-09
15438,2022,우간다,우간다 정부,IS,영토,소규모,내전,아프리카,25.0,25.0,28.0,없음,종료,소규모,Islamic State,2021-06-01,2022-12-27
16038,2023,말리,말리 정부,FLA,복합,소규모,내전,아프리카,170.0,170.0,230.0,없음,진행중,중규모,Azawad,2023-08-04,
16038,2024,말리,말리 정부,FLA,복합,소규모,비국가분쟁,아프리카,123.0,110.0,197.0,없음,진행중,중규모,Azawad,2023-08-04,
16069,2023,에티오피아,에티오피아 정부,Fano,복합,전면전,내전,아프리카,1218.0,1218.0,1822.0,있음,진행중,대규모,Amhara,2023-05-25,
16069,2024,에티오피아,에티오피아 정부,Fano,복합,전면전,내전,아프리카,2139.0,2122.0,5539.0,있음,진행중,대규모,Amhara,2023-05-25,
16099,2024,"영국, 미국, 예멘","United Kingdom, United States of America 정부",Government of Yemen (North Yemen),영토,소규모,국제화내전,복합지역,117.0,72.0,184.0,없음,진행중,중규모,"Red Sea, Bab al Mandab and Gulf of Aden",2023-12-31,
16292,2018,타지키스탄,타지키스탄 정부,IS,영토,소규모,내전,아시아,52.0,52.0,63.0,없음,진행중,소규모,Islamic State,2018-07-30,
16292,2019,타지키스탄,타지키스탄 정부,IS,영토,소규모,내전,아시아,49.0,24.0,75.0,없음,종료,소규모,Islamic State,2018-07-30,2019-11-06
16379,2024,소말리아,소말리아 정부,Jubaland State of Somalia,영토,소규모,내전,아프리카,75.0,10.0,75.0,없음,진행중,소규모,Jubaland,2024-12-12,
200,1946,볼리비아,Bolivia 정부,Popular Revolutionary Movement,정부/권력,전면전,내전,아메리카,0.0,0.0,0.0,있음,종료,미확인,,1946-07-18,1946-07-21
200,1949,볼리비아,Bolivia 정부,MNR,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,종료,미확인,,1946-07-18,1949-09-15
200,1952,볼리비아,Bolivia 정부,MNR,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,종료,미확인,,1946-07-18,1952-04-12
200,1967,볼리비아,Bolivia 정부,ELN,정부/권력,소규모,내전,아메리카,0.0,0.0,0.0,있음,종료,미확인,,1946-07-18,1967-10-16
201,1946,캄보디아,France 정부,Khmer Issarak,영토,소규모,국가간전쟁,아시아,0.0,0.0,0.0,없음,진행중,미확인,Cambodia,1946-08-31,
201,1947,캄보디아,France 정부,Khmer Issarak,영토,소규모,국가간전쟁,아시아,0.0,0.0,0.0,없음,진행중,미확인,Cambodia,1946-08-31,
201,1948,캄보디아,France 정부,Khmer Issarak,영토,소규모,국가간전쟁,아시아,0.0,0.0,0.0,없음,진행중,미확인,Cambodia,1946-08-31,
