분쟁ID,연도,발생지,정부군(교전A),반군/적대측(교전B),분쟁원인,전쟁강도,분쟁유형,지역,사망자_추정치
388,2016,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,141
388,2017,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,36
388,2020,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,전면전,국제화된 내전,,7646
388,2021,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,40
388,2022,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,308
388,2023,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,462
389,1992,보스니아 헤르체고비나,보스니아 헤르체고비나 정부,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",영토,전면전,국제화된 내전,,16802
389,1993,보스니아 헤르체고비나,보스니아 헤르체고비나 정부,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",영토,전면전,국제화된 내전,,4980
389,1994,보스니아 헤르체고비나,보스니아 헤르체고비나 정부,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",영토,전면전,내전,,4873
389,1995,보스니아 헤르체고비나,보스니아 헤르체고비나 정부,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",영토,전면전,내전,,8061
390,1992,크로아티아,크로아티아 정부,"Serbian irregulars, Serbian Republic of Krajina",영토,전면전,국제화된 내전,,4034
390,1993,크로아티아,크로아티아 정부,Serbian Republic of Krajina,영토,소규모,국제화된 내전,,418
390,1994,크로아티아,크로아티아 정부,Serbian Republic of Krajina,영토,소규모,내전,,86
390,1995,크로아티아,크로아티아 정부,Serbian Republic of Krajina,영토,전면전,내전,,1132
391,1993,이집트,이집트 정부,al-Gama'a al-Islamiyya,정부/권력,소규모,내전,,103
391,1994,이집트,이집트 정부,al-Gama'a al-Islamiyya,정부/권력,소규모,내전,,145
391,1995,이집트,이집트 정부,al-Gama'a al-Islamiyya,정부/권력,소규모,내전,,191
391,1996,이집트,이집트 정부,al-Gama'a al-Islamiyya,정부/권력,소규모,내전,,85
391,1997,이집트,이집트 정부,al-Gama'a al-Islamiyya,정부/권력,소규모,내전,,66
391,1998,이집트,이집트 정부,al-Gama'a al-Islamiyya,정부/권력,소규모,내전,,27
391,2014,이집트,이집트 정부,Ansar Bayt al-Maqdis,정부/권력,소규모,내전,,184
391,2017,이집트,이집트 정부,"Harakit Sawa'id Misr, Jama'at Ansar al-Islam",정부/권력,소규모,내전,,103
391,2018,이집트,이집트 정부,Harakit Sawa'id Misr,정부/권력,소규모,내전,,28
391,2019,이집트,이집트 정부,Harakit Sawa'id Misr,정부/권력,소규모,내전,,48
392,1992,조지아,조지아 정부,Republic of Abkhazia,영토,소규모,내전,,566
392,1993,조지아,조지아 정부,Republic of Abkhazia,영토,전면전,내전,,1611
393,1992,조지아,조지아 정부,Republic of South Ossetia,영토,소규모,내전,,134
393,2004,조지아,조지아 정부,Republic of South Ossetia,영토,소규모,내전,,27
393,2008,조지아,조지아 정부,Republic of South Ossetia,영토,소규모,국제화된 내전,,621
394,1992,몰도바,몰도바 정부,PMR,영토,소규모,내전,,585
395,1992,타지키스탄,타지키스탄 정부,"PFT, UTO",정부/권력,전면전,국제화된 내전,,3355
395,1993,타지키스탄,타지키스탄 정부,UTO,정부/권력,전면전,국제화된 내전,,1395
395,1994,타지키스탄,타지키스탄 정부,UTO,정부/권력,소규모,국제화된 내전,,356
395,1995,타지키스탄,타지키스탄 정부,UTO,정부/권력,소규모,국제화된 내전,,368
395,1996,타지키스탄,타지키스탄 정부,UTO,정부/권력,전면전,국제화된 내전,,2790
395,1997,타지키스탄,타지키스탄 정부,Forces of Khudoberdiyev,정부/권력,소규모,내전,,87
395,1998,타지키스탄,타지키스탄 정부,"Forces of Khudoberdiyev, UTO",정부/권력,소규모,내전,,600
395,2000,타지키스탄,타지키스탄 정부,Forces of Mullo Abdullo,정부/권력,소규모,내전,,46
395,2010,타지키스탄,타지키스탄 정부,"Forces of Mullo Abdullo, IMU",정부/권력,소규모,내전,,98
395,2011,타지키스탄,타지키스탄 정부,IMU,정부/권력,소규모,내전,,28
396,1993,아제르바이잔,아제르바이잔 정부,Military faction (forces of Suret Husseinov),정부/권력,소규모,내전,,60
396,1995,아제르바이잔,아제르바이잔 정부,OPON Forces,정부/권력,소규모,내전,,44
397,1993,보스니아 헤르체고비나,보스니아 헤르체고비나 정부,Autonomous Province of Western Bosnia,영토,소규모,내전,,231
397,1994,보스니아 헤르체고비나,보스니아 헤르체고비나 정부,Autonomous Province of Western Bosnia,영토,전면전,내전,,1385
397,1995,보스니아 헤르체고비나,보스니아 헤르체고비나 정부,Autonomous Province of Western Bosnia,영토,소규모,내전,,488
398,1992,보스니아 헤르체고비나,보스니아 헤르체고비나 정부,Croatian Republic of Bosnia-Herzegovina,영토,소규모,내전,,80
398,1993,보스니아 헤르체고비나,보스니아 헤르체고비나 정부,"Croatian irregulars, Croatian Republic of Bosnia-Herzegovina",영토,전면전,국제화된 내전,,7949
398,1994,보스니아 헤르체고비나,보스니아 헤르체고비나 정부,"Croatian irregulars, Croatian Republic of Bosnia-Herzegovina",영토,소규모,내전,,678
399,1993,러시아,러시아 정부,Parliamentary Forces,정부/권력,소규모,내전,,145
399,2023,러시아,러시아 정부,"LSR, RDK, Wagner",정부/권력,소규모,내전,,97
399,2024,러시아,러시아 정부,LSR,정부/권력,소규모,내전,,28
400,1994,멕시코,멕시코 정부,EZLN,정부/권력,소규모,내전,,145
400,1996,멕시코,멕시코 정부,EPR,정부/권력,소규모,내전,,37
401,1994,러시아,러시아 정부,Chechen Republic of Ichkeria,영토,소규모,내전,,229
401,1995,러시아,러시아 정부,Chechen Republic of Ichkeria,영토,전면전,내전,,1754
401,1996,러시아,러시아 정부,Chechen Republic of Ichkeria,영토,전면전,내전,,2721
401,1999,러시아,러시아 정부,Chechen Republic of Ichkeria,영토,전면전,내전,,5769
401,2000,러시아,러시아 정부,Chechen Republic of Ichkeria,영토,전면전,내전,,2907
401,2001,러시아,러시아 정부,Chechen Republic of Ichkeria,영토,소규모,내전,,791
401,2002,러시아,러시아 정부,Chechen Republic of Ichkeria,영토,전면전,내전,,1289
401,2003,러시아,러시아 정부,Chechen Republic of Ichkeria,영토,소규모,내전,,480
401,2004,러시아,러시아 정부,Chechen Republic of Ichkeria,영토,전면전,내전,,1151
401,2005,러시아,러시아 정부,Chechen Republic of Ichkeria,영토,소규모,내전,,682
401,2006,러시아,러시아 정부,Chechen Republic of Ichkeria,영토,소규모,내전,,259
401,2007,러시아,러시아 정부,Chechen Republic of Ichkeria,영토,소규모,내전,,146
402,1994,예멘,예멘 정부,Democratic Republic of Yemen,영토,전면전,내전,,1489
403,1995,"에콰도르, 페루",에콰도르 정부,페루 정부,영토,소규모,국가간,,99
404,1990,파키스탄,파키스탄 정부,MQM,정부/권력,소규모,내전,,70
404,1994,파키스탄,파키스탄 정부,MQM,정부/권력,소규모,내전,,38
404,1995,파키스탄,파키스탄 정부,MQM,정부/권력,소규모,내전,,52
404,1996,파키스탄,파키스탄 정부,MQM,정부/권력,소규모,내전,,42
404,2007,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,내전,,585
404,2008,파키스탄,파키스탄 정부,TTP,정부/권력,전면전,내전,,2998
404,2009,파키스탄,파키스탄 정부,"Lashkar-e-Islam, TTP",정부/권력,전면전,내전,,6303
404,2010,파키스탄,파키스탄 정부,"Lashkar-e-Islam, TTP",정부/권력,전면전,내전,,5574
404,2011,파키스탄,파키스탄 정부,TTP,정부/권력,전면전,내전,,2598
404,2012,파키스탄,파키스탄 정부,"Lashkar-e-Islam, TTP, TTP - TA",정부/권력,전면전,내전,,2673
404,2013,파키스탄,파키스탄 정부,"Lashkar-e-Islam, TTP",정부/권력,전면전,내전,,1729
404,2014,파키스탄,파키스탄 정부,"IMU, Jamaat-ul-Ahrar, Lashkar-e-Islam, TTP",정부/권력,전면전,내전,,2947
404,2015,파키스탄,파키스탄 정부,TTP,정부/권력,전면전,국제화된 내전,,1954
404,2016,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,국제화된 내전,,526
404,2017,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,국제화된 내전,,506
404,2018,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,국제화된 내전,,147
404,2019,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,내전,,148
404,2020,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,내전,,186
404,2021,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,내전,,259
404,2022,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,내전,,494
404,2023,파키스탄,파키스탄 정부,"HGB, TJP, TTP",정부/권력,소규모,내전,,872
404,2024,파키스탄,파키스탄 정부,"HGB, TTP",정부/권력,전면전,내전,,1304
405,1996,"카메룬, 나이지리아",카메룬 정부,나이지리아 정부,영토,소규모,국가간,,56
406,1995,니제르,니제르 정부,FDR,영토,소규모,내전,,34
407,1997,Comoros,Comoros 정부,MPA/Republic of Anjouan,영토,소규모,내전,,56
408,1993,콩고,콩고 정부,Ninjas,정부/권력,소규모,내전,,53
408,1997,콩고,콩고 정부,"Cobras, Cocoyes",정부/권력,전면전,국제화된 내전,,10033
408,1998,콩고,콩고 정부,"Cocoyes, Ninjas, Ntsiloulous",정부/권력,전면전,국제화된 내전,,3272
408,1999,콩고,콩고 정부,"Cocoyes, Ntsiloulous",정부/권력,소규모,국제화된 내전,,626
408,2002,콩고,콩고 정부,Ntsiloulous,정부/권력,소규모,국제화된 내전,,167
408,2016,콩고,콩고 정부,Ntsiloulous,정부/권력,소규모,내전,,73
409,1998,"에리트레아, 에티오피아",에리트레아 정부,에티오피아 정부,영토,전면전,국가간,,1000
409,1999,"에리트레아, 에티오피아",에리트레아 정부,에티오피아 정부,영토,전면전,국가간,,47192
409,2000,"에리트레아, 에티오피아",에리트레아 정부,에티오피아 정부,영토,전면전,국가간,,50000
409,2016,"에리트레아, 에티오피아",에리트레아 정부,에티오피아 정부,영토,소규모,국가간,,25
410,1998,Guinea-Bissau,Guinea-Bissau 정부,"Military Junta for the Consolidation of Democracy, Peace and Justice",정부/권력,소규모,국제화된 내전,,505
410,1999,Guinea-Bissau,Guinea-Bissau 정부,"Military Junta for the Consolidation of Democracy, Peace and Justice",정부/권력,소규모,국제화된 내전,,199
411,1998,Lesotho,Lesotho 정부,Military faction (Lesotho),정부/권력,소규모,국제화된 내전,,78
412,1998,Serbia (Yugoslavia),Serbia (Yugoslavia) 정부,UCK,영토,전면전,내전,,1235
412,1999,Serbia (Yugoslavia),Serbia (Yugoslavia) 정부,UCK,영토,전면전,국제화된 내전,,1404
413,1989,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,1990,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,80
413,1991,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,700
413,1992,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,165
413,1994,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,1995,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,1998,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,1999,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,683
413,2000,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2001,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2002,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2003,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2004,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2005,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2006,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2007,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2008,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2009,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,42
413,2010,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2011,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2012,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2013,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2015,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2016,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,,25
413,2019,에티오피아,에티오피아 정부,OLA,영토,소규모,내전,,40
413,2020,에티오피아,에티오피아 정부,OLA,영토,소규모,내전,,28
413,2021,에티오피아,에티오피아 정부,OLA,영토,소규모,내전,,283
413,2022,에티오피아,에티오피아 정부,OLA,영토,소규모,국제화된 내전,,766
413,2023,에티오피아,에티오피아 정부,OLA,영토,소규모,내전,,464
413,2024,에티오피아,에티오피아 정부,OLA,영토,소규모,내전,,685
414,1999,러시아,러시아 정부,Wahhabi movement of the Buinaksk district,영토,소규모,내전,,85
415,1999,우즈베키스탄,우즈베키스탄 정부,IMU,정부/권력,소규모,내전,,67
415,2000,우즈베키스탄,우즈베키스탄 정부,IMU,정부/권력,소규모,국제화된 내전,,471
415,2004,우즈베키스탄,우즈베키스탄 정부,JIG,정부/권력,소규모,내전,,37
416,2001,중앙아프리카공화국,중앙아프리카공화국 정부,Military faction (forces of André Kolingba),정부/권력,소규모,국제화된 내전,,195
416,2002,중앙아프리카공화국,중앙아프리카공화국 정부,Forces of Francois Bozize,정부/권력,소규모,내전,,131
416,2006,중앙아프리카공화국,중앙아프리카공화국 정부,Seleka,정부/권력,소규모,국제화된 내전,,46
416,2009,중앙아프리카공화국,중앙아프리카공화국 정부,CPJP,정부/권력,소규모,내전,,28
416,2010,중앙아프리카공화국,중앙아프리카공화국 정부,CPJP,정부/권력,소규모,내전,,25
416,2011,중앙아프리카공화국,중앙아프리카공화국 정부,CPJP,정부/권력,소규모,내전,,44
416,2012,중앙아프리카공화국,중앙아프리카공화국 정부,Seleka,정부/권력,소규모,국제화된 내전,,45
416,2013,중앙아프리카공화국,중앙아프리카공화국 정부,"anti-Balaka, Seleka",정부/권력,소규모,국제화된 내전,,376
416,2014,중앙아프리카공화국,중앙아프리카공화국 정부,anti-Balaka,정부/권력,소규모,국제화된 내전,,136
416,2017,중앙아프리카공화국,중앙아프리카공화국 정부,anti-Balaka,정부/권력,소규모,국제화된 내전,,35
416,2018,중앙아프리카공화국,중앙아프리카공화국 정부,"anti-Balaka, UPC",정부/권력,소규모,국제화된 내전,,103
416,2019,중앙아프리카공화국,중앙아프리카공화국 정부,UPC,정부/권력,소규모,국제화된 내전,,51
416,2020,중앙아프리카공화국,중앙아프리카공화국 정부,"CPC, UPC",정부/권력,소규모,국제화된 내전,,57
416,2021,중앙아프리카공화국,중앙아프리카공화국 정부,"CPC, UPC",정부/권력,소규모,국제화된 내전,,906
416,2022,중앙아프리카공화국,중앙아프리카공화국 정부,CPC,정부/권력,소규모,국제화된 내전,,675
416,2023,중앙아프리카공화국,중앙아프리카공화국 정부,CPC,정부/권력,소규모,국제화된 내전,,230
416,2024,중앙아프리카공화국,중앙아프리카공화국 정부,CPC,정부/권력,소규모,국제화된 내전,,177
417,2001,North Macedonia,North Macedonia 정부,UCK,정부/권력,소규모,내전,,72
418,2001,United States of America,United States of America 정부,al-Qaida,정부/권력,전면전,국제화된 내전,,1583
418,2002,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,880
418,2003,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,65
418,2004,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,378
418,2005,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,108
418,2006,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,246
418,2007,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,186
418,2008,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,291
418,2009,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,493
418,2010,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,329
418,2011,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,203
418,2012,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,225
418,2013,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,38
418,2014,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,138
418,2015,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,87
418,2016,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,117
418,2017,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,111
418,2019,United States of America,United States of America 정부,al-Qaida,정부/권력,소규모,국제화된 내전,,37
419,2002,코트디부아르,코트디부아르 정부,"MPCI, MPIGO",정부/권력,소규모,내전,,661
419,2003,코트디부아르,코트디부아르 정부,"MJP, MPIGO",정부/권력,소규모,내전,,140
419,2004,코트디부아르,코트디부아르 정부,FRCI,정부/권력,소규모,내전,,47
419,2011,코트디부아르,코트디부아르 정부,"FDSI-CI, FRCI",정부/권력,소규모,내전,,98
420,2003,"호주, 이라크, 영국, United States of America","Australia, United Kingdom, United States of America 정부",이라크 정부,정부/권력,전면전,국가간,,7927
421,1989,인도,인도 정부,ABSU,영토,소규모,내전,,72
421,1990,인도,인도 정부,ABSU,영토,소규모,내전,,25
421,1994,인도,인도 정부,NDFB,영토,소규모,내전,,36
421,1996,인도,인도 정부,NDFB,영토,소규모,내전,,25
421,1997,인도,인도 정부,NDFB,영토,소규모,내전,,34
421,1998,인도,인도 정부,NDFB,영토,소규모,내전,,31
421,1999,인도,인도 정부,NDFB,영토,소규모,내전,,33
421,2001,인도,인도 정부,NDFB,영토,소규모,내전,,77
421,2002,인도,인도 정부,NDFB,영토,소규모,내전,,44
421,2003,인도,인도 정부,NDFB,영토,소규모,내전,,109
421,2004,인도,인도 정부,NDFB,영토,소규모,내전,,27
421,2009,인도,인도 정부,NDFB - RD,영토,소규모,내전,,73
421,2010,인도,인도 정부,NDFB - RD,영토,소규모,내전,,57
421,2013,인도,인도 정부,NDFB-S,영토,소규모,내전,,28
421,2014,인도,인도 정부,NDFB-S,영토,소규모,내전,,39
422,1997,미얀마,미얀마 정부,UWSA,영토,소규모,내전,,130
423,2003,태국,태국 정부,Patani insurgents,영토,소규모,내전,,26
423,2004,태국,태국 정부,Patani insurgents,영토,소규모,내전,,164
423,2005,태국,태국 정부,Patani insurgents,영토,소규모,내전,,205
423,2006,태국,태국 정부,Patani insurgents,영토,소규모,내전,,212
423,2007,태국,태국 정부,Patani insurgents,영토,소규모,내전,,197
423,2008,태국,태국 정부,Patani insurgents,영토,소규모,내전,,130
423,2009,태국,태국 정부,Patani insurgents,영토,소규모,내전,,138
423,2010,태국,태국 정부,Patani insurgents,영토,소규모,내전,,76
423,2011,태국,태국 정부,Patani insurgents,영토,소규모,내전,,143
423,2012,태국,태국 정부,Patani insurgents,영토,소규모,내전,,131
423,2013,태국,태국 정부,Patani insurgents,영토,소규모,내전,,189
423,2014,태국,태국 정부,Patani insurgents,영토,소규모,내전,,68
423,2015,태국,태국 정부,Patani insurgents,영토,소규모,내전,,57
423,2016,태국,태국 정부,Patani insurgents,영토,소규모,내전,,50
423,2017,태국,태국 정부,Patani insurgents,영토,소규모,내전,,43
423,2018,태국,태국 정부,Patani insurgents,영토,소규모,내전,,36
423,2019,태국,태국 정부,Patani insurgents,영토,소규모,내전,,55
423,2020,태국,태국 정부,Patani insurgents,영토,소규모,내전,,46
423,2021,태국,태국 정부,Patani insurgents,영토,소규모,내전,,38
423,2022,태국,태국 정부,Patani insurgents,영토,소규모,내전,,29
423,2023,태국,태국 정부,Patani insurgents,영토,소규모,내전,,30
423,2024,태국,태국 정부,Patani insurgents,영토,소규모,내전,,35
424,2004,나이지리아,나이지리아 정부,Ahlul Sunnah Jamaa,영토,소규모,내전,,84
425,2004,나이지리아,나이지리아 정부,NDPVF,영토,소규모,내전,,67
426,1990,이스라엘,이스라엘 정부,Hezbollah,영토,소규모,내전,,42
426,1991,이스라엘,이스라엘 정부,Hezbollah,영토,소규모,내전,,28
426,1992,이스라엘,이스라엘 정부,Hezbollah,영토,소규모,내전,,87
426,1993,이스라엘,이스라엘 정부,Hezbollah,영토,소규모,내전,,124
426,1994,이스라엘,이스라엘 정부,Hezbollah,영토,소규모,내전,,82
426,1995,이스라엘,이스라엘 정부,Hezbollah,영토,소규모,내전,,74
426,1996,이스라엘,이스라엘 정부,Hezbollah,영토,소규모,내전,,96
426,1997,이스라엘,이스라엘 정부,Hezbollah,영토,소규모,내전,,88
426,1998,이스라엘,이스라엘 정부,Hezbollah,영토,소규모,내전,,54
426,1999,이스라엘,이스라엘 정부,Hezbollah,영토,소규모,내전,,41
426,2000,이스라엘,이스라엘 정부,Hezbollah,영토,소규모,내전,,27
426,2006,이스라엘,이스라엘 정부,Hezbollah,영토,전면전,내전,,1242
426,2023,이스라엘,이스라엘 정부,Hezbollah,영토,소규모,내전,,139
426,2024,이스라엘,이스라엘 정부,Hezbollah,영토,전면전,내전,,4362
429,2007,DR Congo (Zaire),DR Congo (Zaire) 정부,BDK,영토,소규모,내전,,116
429,2008,DR Congo (Zaire),DR Congo (Zaire) 정부,BDK,영토,소규모,내전,,250
429,2017,DR Congo (Zaire),DR Congo (Zaire) 정부,BDK,영토,소규모,국제화된 내전,,86
429,2020,DR Congo (Zaire),DR Congo (Zaire) 정부,BDK,영토,소규모,국제화된 내전,,64
430,1991,니제르,니제르 정부,FLAA,정부/권력,소규모,내전,,40
430,1992,니제르,니제르 정부,FLAA,정부/권력,소규모,내전,,29
430,1997,니제르,니제르 정부,UFRA,정부/권력,소규모,내전,,62
430,2007,니제르,니제르 정부,MNJ,정부/권력,소규모,내전,,81
430,2008,니제르,니제르 정부,MNJ,정부/권력,소규모,내전,,47
430,2021,니제르,니제르 정부,JNIM,정부/권력,소규모,국제화된 내전,,76
430,2022,니제르,니제르 정부,JNIM,정부/권력,소규모,국제화된 내전,,165
430,2023,니제르,니제르 정부,JNIM,정부/권력,소규모,국제화된 내전,,48
430,2024,니제르,니제르 정부,JNIM,정부/권력,소규모,내전,,440
432,2007,러시아,러시아 정부,Forces of the Caucasus Emirate,영토,소규모,내전,,30
432,2008,러시아,러시아 정부,Forces of the Caucasus Emirate,영토,소규모,내전,,404
432,2009,러시아,러시아 정부,Forces of the Caucasus Emirate,영토,소규모,내전,,697
432,2010,러시아,러시아 정부,Forces of the Caucasus Emirate,영토,소규모,내전,,418
432,2011,러시아,러시아 정부,Forces of the Caucasus Emirate,영토,소규모,내전,,359
432,2012,러시아,러시아 정부,Forces of the Caucasus Emirate,영토,소규모,내전,,516
432,2013,러시아,러시아 정부,Forces of the Caucasus Emirate,영토,소규모,내전,,321
432,2014,러시아,러시아 정부,Forces of the Caucasus Emirate,영토,소규모,내전,,173
432,2015,러시아,러시아 정부,Forces of the Caucasus Emirate,영토,소규모,내전,,30
434,2008,인도,인도 정부,PULF,영토,소규모,내전,,25
435,2008,"지부티, 에리트레아",지부티 정부,에리트레아 정부,영토,소규모,국가간,,35
439,2009,미얀마,미얀마 정부,MNDAA,영토,소규모,내전,,80
439,2014,미얀마,미얀마 정부,MNDAA,영토,소규모,내전,,67
439,2015,미얀마,미얀마 정부,MNDAA,영토,소규모,내전,,309
439,2017,미얀마,미얀마 정부,MNDAA,영토,소규모,내전,,35
439,2021,미얀마,미얀마 정부,MNDAA,영토,소규모,내전,,71
439,2023,미얀마,미얀마 정부,MNDAA,영토,소규모,내전,,49
439,2024,미얀마,미얀마 정부,MNDAA,영토,소규모,내전,,99
442,2010,모리타니,모리타니 정부,AQIM,정부/권력,소규모,국제화된 내전,,29
